event_name,tweet_id,tweet_text,label,clean,label_id
california_wildfires,919974245106626561,Stunning maps and images from the @nytimes https://t.co/VnfXOeIKGI https://t.co/u2SECvuSzt,other_relevant_information,stunning maps and images from the nytimes,1
california_wildfires,920005307148804096,On the road to our live shot location this afternoon: Some of what the California wildfires left behind. https://t.co/qxFqMn6CJD,infrastructure_and_utility_damage,the road our live shot location this afternoon some what the california wildfires left behind,3
california_wildfires,920310501451509762,California may be on fire but damn that sunrise https://t.co/zyAk7wL6zC,not_humanitarian,california may fire but damn that sunrise,0
california_wildfires,920474622205628416,@MaureenKTVU @KTVU Engineered drought causing wildfires https://t.co/r9GtyEHoUN https://t.co/0TfRT8FTjo,other_relevant_information,maureenktvu engineered drought causing wildfires,1
california_wildfires,920650692951494656,Forest City native shares experience evacuating from California wildfires https://t.co/Nf0jMWvLb9 https://t.co/NLXRbHGTmu,not_humanitarian,forest city native shares experience evacuating from california wildfires,0
california_wildfires,920831780629782528,"Fighting the wildfire in Santa Cruz, California with Washington Strike Team 2 with Cowlitz and Clark Counties. https://t.co/c9yTjK5e2K",rescue_volunteering_or_donation_effort,fighting the wildfire santa cruz california with washington strike team with cowlitz and clark counties,2
california_wildfires,920886980745056256,RT @TangoSierraFire: Acrylic painting on wood with gesso primer. I had the California wildfires on my mind. https://t.co/tJWeq8GKkf,not_humanitarian,tangosierrafire acrylic painting wood with less primer had the california wildfires mind,0
california_wildfires,921095476455321600,Obama-nation destroyed 164 Million trees in Californiaâ€™s forests. Fire tinderbox https://t.co/sj5R0C7CX4 https://t.co/Upd9UQGuYi,infrastructure_and_utility_damage,obama nation destroyed million trees californiaaeurtms forests fire tinderbox,3
california_wildfires,922144749632479232,Residents recall the night they had to flee the #redwoodvalleyfire. https://t.co/rw44YA4N9j https://t.co/BEMx2XbOFB,affected_individuals,residents recall the night they had flee the redwoodvalleyfire,4
california_wildfires,922890988863021056,@MLB @Athletics .... Getting ready to wrap this up and send this in. cc: @steinersports https://t.co/u8ekIRmuza https://t.co/wKjeoVrflW,not_humanitarian,mlb athletics getting ready wrap this and send this steinersports,0
california_wildfires,923649563746897920,"The Windows background is on fire in California right now, believe In global warming yet lol https://t.co/vLiwIRxInW",infrastructure_and_utility_damage,the windows background fire california right now believe global warming yet lol,3
california_wildfires,923706401049911297,California why are you on so much fire https://t.co/wSCOcZC8A0,other_relevant_information,california why are you much fire,1
srilanka_floods,869972354004393987,Pak Navy continues Humanitarian Assistance and Disaster Relief Operations in Flood Stricken Sri Lanka. RESPECT https://t.co/LzDAR9i17Z,rescue_volunteering_or_donation_effort,pak navy continues humanitarian assistance and disaster relief operations flood stricken sri lanka respect,2
srilanka_floods,869977622377320448,"RT @DisastersChart: #Sentinel2 was used to map the #flood in Matara, #SriLanka, on 28 May: https://t.co/LCo1VVKgEZ https://t.co/f9o3enK8ka",other_relevant_information,disasterschart sentinel was used map the flood mater srilanka may,1
srilanka_floods,870008928054259712,"@Anchoveebrother Hello dear Chile birds, Martin fisherman, Mora eagle, Pequen..âœŒá¼¿Dâ¤ï¸ https://t.co/tN4qxsUHYf",not_humanitarian,anchoveebrother hello dear chile birds martin fisherman mora eagle pequenaoeoea dai,0
srilanka_floods,870035816990425089,After cyclone #mora #RCY Rangamati is in action with fire service BD. https://t.co/lwiU0DPqT5,rescue_volunteering_or_donation_effort,after cyclone mora ray rangamati action with fire service,2
srilanka_floods,870106080763940866,RT @The1975Brasil: Adam &amp; George potencial meme no Lollapalooza Chile por Pedro Mora https://t.co/ZnGDC6v6bn,not_humanitarian,thebrasil adam amp george potential meme lollapalooza chile por pedro mora,0
srilanka_floods,870109024036864000,Indian Air Force plane delivers critical helicopter spare parts for Sri Lankan Air Force #FloodSL @SushmaSwaraj https://t.co/vK1a6MTg1c,rescue_volunteering_or_donation_effort,indian air force plane delivers critical helicopter spare parts for sri lanka air force floods sushmaswaraj,2
srilanka_floods,870113671699193857,"#India, #Srilanka have religious relationships. #Indian_Navy playing vital role, to help in fighting flood. à¤œà¤¯ à¤¹à¤¿à¤‚à¤¦! https://t.co/x2vcAm19Fz",rescue_volunteering_or_donation_effort,india srilanka have religious relationships indiannavy playing vital role help fighting flood area aaaa,2
srilanka_floods,870140525889822724,Authorities and military aid recovery in Mora-hit areas of Rakhine State https://t.co/7i2TclWec2 https://t.co/89Sq3sDOuM,rescue_volunteering_or_donation_effort,authorities and military aid recovery morality areas machine state,2
srilanka_floods,870272043538886657,Pictures of Chinese &amp; Pakistani medical teams working in Floof affected areas #FloodSL https://t.co/Fe3qq8VTbB,rescue_volunteering_or_donation_effort,pictures chinese amp pakistani medical teams working floor affected areas floods,2
srilanka_floods,870331956415909890,RT @ZIabulHq: Consequences after Cyclone Mora destroyed the Refugees Houses. #Pray_For_Rohingya. https://t.co/NJ7RIsELH7,infrastructure_and_utility_damage,ziabulhq consequences after cyclone mora destroyed the refugees houses prayforrohingya,3
srilanka_floods,870389549116948480,Weather forecast #1stJune2017 #SLFloods2017 #FloodSL #lka #dmclk English and Sinhala https://t.co/C0FXfyVqpW,not_humanitarian,weather forecast june floods floods lka deck english and inhalt,0
srilanka_floods,870502689439862784,What does a dignity kit comprise? Check it out: https://t.co/07ZmYvmKgl @ippfsar @2014Sprint #FloodSL #SRHR @dfat https://t.co/gu0jaLgOvy,not_humanitarian,what does dignity kit comprise check out ippfsar sprint floods sha dfat,0
srilanka_floods,870528490184908800,Visiting flood Victimes in Bullathsinhala. @RajapaksaNamal #FloodSL #srilanka #namalrajapaksa https://t.co/lRlBggO49v,rescue_volunteering_or_donation_effort,visiting flood victims bullathsinhala rajapaksanamal floods srilanka namalrajapaksa,2
srilanka_floods,870559283880112128,"Cyclone Mora : 4 killed in Manipur, 140 houses destroyed in Mizoram :: https://t.co/dMlEngezZ4 https://t.co/NIeyQeLkwt",affected_individuals,cyclone mora killed jaipur houses destroyed mizoram,4
srilanka_floods,870605397538856960,#FloodSL please help flood victims of #srilanka https://t.co/yLSUKBGsck,rescue_volunteering_or_donation_effort,floods please help flood victims srilanka,2
srilanka_floods,870636021314191362,Mora staff sending off their retirees! Thank you for all of your service to our students. #moraschools https://t.co/Y0R7raSVjf,not_humanitarian,mora staff sending off their retirees thank you for all your service our students moraschools,0
srilanka_floods,870803535956287489,RT @ranukad: Never judge a book by its cover á½„Fâ¤ï¸á½¤F #FloodSL #FloodRelief #SriLanka https://t.co/X0LPcgE5uX,not_humanitarian,ranked never judge book its cover fair floods floodrelief srilanka,0
srilanka_floods,870835871129513984,RT @ihcdhaka: The 33 survivors of #CycloneMora rescued by #INSSumitra return Home. https://t.co/GypdL6SfZL,rescue_volunteering_or_donation_effort,ihcdhaka the survivors cyclonemora rescued inssumitra return home,2
srilanka_floods,870845845133971456,RT @ndtv: Indian Navy teams join Sri Lanka flood rescue ops as toll reaches 193 https://t.co/ltXGfTu3QA https://t.co/T6DI5FdgVO,rescue_volunteering_or_donation_effort,ndtv indian navy teams join sri lanka flood rescue ops toll reaches,2
srilanka_floods,870882793118683136,Chinese companies continue assisting #SriLanka flood victims (Photos: Xinhua) https://t.co/9XOSZYtZmC https://t.co/OCH6aoO7II,rescue_volunteering_or_donation_effort,chinese companies continue assisting srilanka flood victims photos lingua,2
srilanka_floods,870904419654565888,Snapchat me y'all @ anna.mora https://t.co/JnHap9FFol,not_humanitarian,snapshot you all annamora,0
srilanka_floods,870942570704019456,"#Veyangalla, a village heavily affected by recent #floodSL in #Kalutura district, today situation #lka #SriLanka https://t.co/6CeIHdffw9",infrastructure_and_utility_damage,veyangalla village heavily affected recent floods kultura district today situation lka srilanka,3
srilanka_floods,870990463238406144,Chinese cargo plane delivers relief to flood-hit #SriLanka . https://t.co/ZLS2Dd8s71 https://t.co/LdMWn2VIeY,rescue_volunteering_or_donation_effort,chinese cargo plane delivers relief floodhit srilanka,2
srilanka_floods,871032003944103936,"RT @giannimmora: ARCHIVE GIANNI MORA ""TACTICAL"" HOODIE AND ""WARNING"" CARDIGAN (CIRCA 2015) https://t.co/QQc6dB6sEN",not_humanitarian,giannimmora archive giant mora tactical rookie and warning cardinal circa,0
srilanka_floods,871195505241587712,@TNAmediaoffice ITAK delegation handed over relief to those affected by #FloodSL in Ratnapura-pics by: Yarl Theepan https://t.co/jUFhscji9k,rescue_volunteering_or_donation_effort,tnamediaoffice ita delegation handed over relief those affected floods ratnapurapics yard sheeran,2
srilanka_floods,871346616740962305,Something you can not see him doing this oftenly @RajapaksaNamal á½ŠAá½ŠAá½„Fá½„Fá½„Fá½„Dá½„D #FloodSL https://t.co/eRITmTK4K8,not_humanitarian,something you can not see him doing this often rajapaksanamal saa saa floods,0
srilanka_floods,871649571058978817,US soldiers cleaning flood damaged schools #SriLanka https://t.co/wYy8Mx9Ga4 https://t.co/vzLRlNQ2mF,rescue_volunteering_or_donation_effort,soldiers cleaning flood damaged schools srilanka,2
srilanka_floods,871698366954123265,Sine Mora 20â‚¬ PS4/One 28â‚¬ Switch #PS4 #XboxOne #PSVITA #PC #Switch #Nintendo https://t.co/tryL9Okpei https://t.co/HzdWGa2dT0,not_humanitarian,sine mora phone switch xboxone vita switch nintendo,0
srilanka_floods,871734745394102272,"What's next at Voice Foundation #lka #FloodSL if you wish to help out, contact Moses on 0772512374 https://t.co/kBFsS9cOsH",not_humanitarian,what next voice foundation lka floods you wish help out contact moses,0
srilanka_floods,871824078113525761,Collectible items! Camera Horseman 970 with 2 lens https://t.co/3Yom0ikGE7 Mora #BBUK #wwdc2017 https://t.co/fVZ1Vp9X4b,not_humanitarian,collectible items camera horseman with lens mora but wwd,0
srilanka_floods,871935702132445184,Modded #Skyrim Build Idea - Champion of Hermaeus Mora Thoughts &amp; Suggestions? :) https://t.co/DlwTZYjcrw,not_humanitarian,molded syria build idea champion hermaeus mora thoughts amp suggestions,0
srilanka_floods,872022117574770689,#INSSumitra arrives in #Yangon bearing assistance for communities affected by #CycloneMora in #Myanmar: @indiannavy https://t.co/lanf0WFOkv,rescue_volunteering_or_donation_effort,inssumitra arrives canton bearing assistance for communities affected cyclonemora myanmar indiannavy,2
srilanka_floods,872051180549152769,#PakistanNavy providing relief goods to the #flood hit areas of #colombo during a #rescue operation #srilanka á¼Ÿ5á¼Ÿ0á¼Ÿ1á¼Ÿ0 https://t.co/NC1VgUamN3,rescue_volunteering_or_donation_effort,pakistannavy providing relief goods the flood hit areas colombia during rescue operation srilanka,2
srilanka_floods,872480635386023936,what could i say mora than I ADORE JUNHOE DEEPLY https://t.co/VU2JZpkZtV,not_humanitarian,what could say mora than odore junior deeply,0
srilanka_floods,872523406041911297,Stressed no more thanks to Dr. Jorge Mora's acupuncture workshop. â˜¯ #FIUMed https://t.co/JlGkITdLXE,not_humanitarian,stressed more thanks jorge moral acupuncture workshop filmed,0
srilanka_floods,872527801798283264,Dan Mora's Wonder Woman is giving me chills á½ D https://t.co/FwR0d5FMjZ,not_humanitarian,dan moral wonder woman giving hills,0
srilanka_floods,872563266232266752,"Helder Vices ""fake movie merch"" hooded sweatshirt https://t.co/wLF7StB6HQ https://t.co/2fFSE9uuWG",not_humanitarian,header vices fake movie march hooded sweatshirt,0
srilanka_floods,872563986230792192,Helder Vices logo silk shirt https://t.co/nDMsB6qQug https://t.co/ZZ8LfMMiUx,not_humanitarian,header vices logo silk shirt,0
srilanka_floods,872564270457802752,Helder Vices tuxedo two tone denim https://t.co/oX8P9yYJje https://t.co/ttHfGGcFCX,not_humanitarian,header vices tuned two tone denim,0
srilanka_floods,872575689551208449,Swiming pool and nordic walk are @ONCOAVANZE projects explained by Matilde Mora in #CATCHITN #QoL #goodHabits https://t.co/dVlXsWA82d,not_humanitarian,swimming pool and nordic walk are oncoavanze projects explained tilde mora catching col goodhabits,0
srilanka_floods,872670344032665600,Sri Lanka Flood Relief 2017 with Dhammakaya Foundation &amp; Dhammakaya Devotees and WBSY. https://t.co/woXroHccGp,not_humanitarian,sri lanka flood relief with dhammakaya foundation amp dhammakaya devotees and was,0
srilanka_floods,872672448394780672,#Srilanka #Floods Seen From #Space https://t.co/5y7jtvE2Yk,not_humanitarian,srilanka floods seen from space,0
srilanka_floods,872995902431965188,Just had the most delicious meal at Scott Conant's restaurant Mora...so gooooood...á½ 0 https://t.co/QsX4dOsjjj,not_humanitarian,just had the most delicious meal scott contents restaurant moral gooooooda,0
srilanka_floods,873258646397833216,Retweeted Kate Mora (@jedikat71): Can't have enough Khan on #BWBatch day! @CumberbatchSpam https://t.co/KZeO9RXVSM https://t.co/iCKYxuSYB9,not_humanitarian,retreated kate mora jedikat cannot have enough khan watch day cumberbatchspam,0
srilanka_floods,873491045442441216,'Puravesi Athwela' humanitarian train travels from #Jaffna with flood relief #SriLanka https://t.co/3cV8zrk1CW https://t.co/PIN5MdVDMX,rescue_volunteering_or_donation_effort,puravesi athwela humanitarian train travels from aaffaa with flood relief srilanka,2
srilanka_floods,873618062863478786,RT @dxlukes: Mora by Dx #dxlukesphoto https://t.co/5F5pAV3u2J,not_humanitarian,dukes mora dxlukesphoto,0
srilanka_floods,873673345929183237,"@Blaze_TFD But, does he get to touch Herbaeus Mora? NO! Therefore he knows not true love https://t.co/g8d9vrpAcs",not_humanitarian,blazetfd but does get touch herbaceous mora therefore knows not true love,0
srilanka_floods,873842388040417280,US Military Ship #USSLakeErie Has Arrived To Sri Lanka With 150 Military To Help Flood Effected People. #lka https://t.co/NNlidWplRh,rescue_volunteering_or_donation_effort,military ship usslakeerie has arrived sri lanka with military help flood effected people lka,2
srilanka_floods,874253901410836481,"Team Willowbrook ready for ""Perfect Service Monday""....all air verified ready to go...good job, Juan Mora.... https://t.co/vEPUSdmVmD",not_humanitarian,team willowbrook ready for perfect service mondayall air verified ready good job juan mora,0
srilanka_floods,874360646757998595,Happy birthday Mora!! á¼¸9 I still love you even though you hate me á¾“7á¼¿Dâ€â™€ï¸á½‰7 https://t.co/3jjASu44xJ,not_humanitarian,happy birthday mora still love you even though you hate daeuratmeuria,0
srilanka_floods,874374138021912576,We believe a picture is worth a thousand words! Who are the #cancer survivors you know? Linda Mora &amp; Cindy Lovelace https://t.co/n64QqZpyXz,not_humanitarian,believe picture worth thousand words who are the cancer survivors you know linda mora amp candy lovelace,0
srilanka_floods,874772578971394048,"Thanks, Mr. Mora (parent) for linking us to FDNY! Firefighters &amp; ""smokehouse"" teaches fire safety @PS162Q @D26Team https://t.co/WZFRhNdN7U",not_humanitarian,thanks mora parent for linking font firefighters amp smokehouse teaches fire safety team,0
srilanka_floods,875073044510679040,"Rick Mora as Haymitch Abernathy / ""here's some advice. stay alive."" https://t.co/kCAOe62DLf",not_humanitarian,rick mora haymitch abernathy heres some advice stay alive,0
srilanka_floods,875202637473476609,Flood biggest calamity which happened recently in Sri Lanka. @slhro done their duty. 2500 ltrs has been donated. https://t.co/VGcmDj8JPR,rescue_volunteering_or_donation_effort,flood biggest calamity which happened recently sri lanka slur done their duty ltr has been donated,2
srilanka_floods,875461354584289281,#USSLakeErie continue to provide #SriLanka humanitarian aid and assistance in wake of #FloodSL #AroundTheFleet https://t.co/J1tSp7r9ip,rescue_volunteering_or_donation_effort,usslakeerie continue provide srilanka humanitarian aid and assistance wake floods aroundthefleet,2
srilanka_floods,875764425982189570,"marina photographed by alex de mora for mtv district, 2012 https://t.co/CqO1JuPesm",not_humanitarian,marina photographed alex mora for mtv district,0
srilanka_floods,875770493336473602,This is Mora Stenar - Mora Stones - where all Swedish kings was chosen waaay back. Talking Viking-days https://t.co/DuEX6LiJxv,not_humanitarian,this mora star mora stones where all swedish kings was chosen way back talking vikingdays,0
srilanka_floods,875836306403639296,rumor mora - book: 27 hours by tristina wright https://t.co/DXYjFsXDKe,not_humanitarian,rumor mora book hours cristina wright,0
srilanka_floods,875965424420126720,Sadrith Mora fancy elevators #Morrowind #ESO #PS4 https://t.co/FiEAfosbgF,not_humanitarian,hadith mora fancy elevators borrowing eso,0
srilanka_floods,876128885225783296,Tried this place out today in Finnieston. Mora. Enjoyed it. https://t.co/F0bwytMpGd,not_humanitarian,tried this place out today finnieston mora enjoyed,0
srilanka_floods,876622578856726530,#DomingoDeGanarSeguidores #SIGUEMEYTESIGO #CarlosBaute #LunesDeGanarSeguidores #Deportes #primeraPagina Whisky Mora https://t.co/LhQYXmnPsP,not_humanitarian,domingodeganarseguidores siguemeytesigo carlosbaute lunesdeganarseguidores deportes primerapagina whisky mora,0
srilanka_floods,876874696230350848,Buzzing to pick this up the mora á½ D https://t.co/7ahBPi742M,not_humanitarian,buzzing pick this the mora,0
srilanka_floods,876898272450838528,"Banners of Almalexia, Sotha Sil, and Vivec in Sadrith Mora #ESO #Morrowind https://t.co/zxlb8gtVpX",not_humanitarian,banners almalexia gotha sil and vive hadith mora eso borrowing,0
srilanka_floods,877206435846922242,Some works of Antonio Mora. Very nice #tattoo ideas actually. https://t.co/oiCEglxZVR,not_humanitarian,some works antonio mora very nice tattoo ideas actually,0
srilanka_floods,877214334073655296,Celebrity Chef Scott Conantâ€™s Phoenix Bar Crawl @conantnyc #mora #DuckBathPunch https://t.co/FXvpexUzb8 https://t.co/w1KSfRN04J,not_humanitarian,celebrity chef scott conantaeurtms phoenix bar crawl conantnyc mora duckbathpunch,0
srilanka_floods,877254945686380544,"@romorita11 @Javier14674671 Happy birthday, my friend rodrigo mora bless https://t.co/h8MOi4hzOT",not_humanitarian,romorita javier happy birthday friend rodrigo mora bless,0
srilanka_floods,877278276896423936,@CharlesMBlow Required reading for Republicans? #Hypocrites https://t.co/Gf9ZY1bpRC https://t.co/hyepFoseR6,not_humanitarian,charlesmblow required reading for republicans hypocrites,0
srilanka_floods,877412529647095809,"#Jewelry #Fashion Buy Now: $85 3 Mora Wood Carving Knives-164 Stainless Knife, 16... https://t.co/pzrJDCQu7v https://t.co/vKkVzcPgze",not_humanitarian,jewelry fashion buy now mora wood carving knives stainless knife,0
srilanka_floods,877528637653696512,A big Saturday is coming up.. We are ready for the 2nd phase of contribution #FloodSL á½ Aá½ A https://t.co/kcKuuSV0Ld,not_humanitarian,big saturday coming are ready for the phase contribution floods,0
srilanka_floods,877848732833898497,#Y12Venice17 Last full day. Palazzo Mora &amp; lunch at San Stae. https://t.co/HSSkvbkrCi,not_humanitarian,venice last full day palazzo mora amp lunch san state,0
srilanka_floods,878277496038346753,Trippy show at #mora gallery in #bucharest nice integration with the space. #contemporaryart #abstract https://t.co/TeIMo2Agnp,not_humanitarian,trip show mora gallery bucharest nice integration with the space contemporaryart abstract,0
srilanka_floods,878949286150414336,"I prefer Hi-res,MORA make belief~~YUJI OHNO&amp;LUPINTIC SIX~let's JAZZ~~ https://t.co/LgucBDAxDN",not_humanitarian,prefer hiresmora make beliefyuji ohnoamplupintic islets jazz,0
srilanka_floods,879374567487221761,"Morning flag ceremonies, Robert Dickerson, Angel Ortega and Julian Mora on the trail to First Class. https://t.co/chuu6gq49W",not_humanitarian,morning flag ceremonies robert dickerson angel omega and julian mora the trail first class,0
srilanka_floods,879733127677136897,RT @thacarshee: Hat's off to this Man Palitha Thewarapperuma #Respect #FloodSL #lka #greatpeople https://t.co/PayMpLDAoH,not_humanitarian,thacarshee hats off this man palitha thewarapperuma respect floods lka greatpeople,0
srilanka_floods,879819094408691716,When Millennials Grow Old by Alex de Mora https://t.co/08wUKtxkZT,not_humanitarian,when millennials grow old alex mora,0
srilanka_floods,880086747333263360,"Mas adam don't forget mimpY mora, med bubuG á½ƒD ( @udawoojong ) https://t.co/t8SaXYjfNj",not_humanitarian,mas adam not forget simply mora med bug udawoojong,0
srilanka_floods,880369681160257536,MORA Chocolate Sugar Scrub. á½‰9 Soon! #stillberaya #stillatPerak https://t.co/GA6xCyI1SH,not_humanitarian,mora chocolate sugar scrub soon stillberaya stillatperak,0
srilanka_floods,880505338084110337,RT @the1975more: Ross MacDonald // Lollapalooza Chile 2017 by Pedro Mora https://t.co/bFBZFarZO3,not_humanitarian,there ross macdonald lollapalooza chile pedro mora,0
srilanka_floods,880671923109339136,"@rohan4747 Rohan Mehra Confirms About his Stint in Saasiral Simar Ka, His Character and Mora á½ Aá½ Aá½ Aá½ Aá½ A https://t.co/u9eXNydwIJ",not_humanitarian,roman roman mehr confirms about his stint saasiral sima his character and mora,0
srilanka_floods,880764654083080192,"Mabel Mora says ""see you soon"" to @GENOCOV. Seven years full of nice moments! Thank you very much Mabel! https://t.co/hpgrLXgIyl",not_humanitarian,label mora says see you soon genocov seven years full nice moments thank you very much label,0
srilanka_floods,881612317317836800,"Mora, Lakin, Immaris, and our DM are officially done I can rest easy now https://t.co/dzdg3kOeea",not_humanitarian,mora latin immaris and our are officially done can rest easy now,0
mexico_earthquake,910523398144397312,RT @AmichaiStein1: #BREAKING: Israel search &amp; rescue mission headed to Mexico after 7.1M earthquake https://t.co/lSd0e5ZVdx,rescue_volunteering_or_donation_effort,amichaistein breaking israel search amp rescue mission headed mexico after earthquake,2
mexico_earthquake,910524793740513280,RT @CNN: Photos show a magnitude-7.1 earthquake's destruction in central Mexico https://t.co/2MnQogvOvb https://t.co/YHxKdnalRx,infrastructure_and_utility_damage,cnn photos show magnitude earthquakes destruction central mexico,3
mexico_earthquake,910525286009102336,RT @ajplus: Mexico City sees major damages to buildings after a magnitude 7.1 earthquake. https://t.co/vLUXg96KNw,infrastructure_and_utility_damage,plus mexico city sees major damages buildings after magnitude earthquake,3
mexico_earthquake,910533037212893185,RT @JinesHatesYou: Juice=Juice sending love to Mexico after big earthquake. â¤#JJ_worldtour #Mexico #FuerzaMexico https://t.co/Rbc2gZZp1S,not_humanitarian,jineshatesyou juicejuice sending love mexico after big earthquake ajjworldtour mexico fuerzamexico,0
mexico_earthquake,910537872205389825,Rescuers search collapsed school after Mexico earthquake https://t.co/dQQZICE1GC https://t.co/afmfyIaRhb,rescue_volunteering_or_donation_effort,rescuers search collapsed school after mexico earthquake,2
mexico_earthquake,910538030347423745,RT @sarahofff: For any of you who want to help with earthquake relief in Mexico City: https://t.co/y3U1BDv35a,rescue_volunteering_or_donation_effort,sarahofff for any you who want help with earthquake relief mexico city,2
mexico_earthquake,910538402759618561,Here's how you can help after the terrible earthquake that took place in Mexico. #FuerzaMÃ©xico á¼Ÿ2á¼ŸD @topos https://t.co/g3AFdTCjYB,rescue_volunteering_or_donation_effort,heres how you can help after the terrible earthquake that took place mexico fuerzamacxico tops,2
mexico_earthquake,910541823981916160,"Info in japanese, how to help in the earthquake in Mexico; https://t.co/Yq2xFqFcBu",other_relevant_information,info japanese how help the earthquake mexico,1
mexico_earthquake,910541902872682497,âš ï¸ EARTHQUAKE IN MEXICO á¼Ÿ2á¼ŸD PLEASE RT TO HELP âš ï¸ @topos #FuerzaMexico https://t.co/62XJtcpez8,not_humanitarian,earthquake mexico please help tops fuerzamexico,0
mexico_earthquake,910550197687672832,RT @Camnzo: Hey @dog_rates how about Frida? She's a rescue dog that saved 52 lives after Mexico's earthquake https://t.co/y30V3yjDAs,rescue_volunteering_or_donation_effort,cameo hey donates how about friday she rescue dog that saved lives after mexico earthquake,2
mexico_earthquake,910564249147248646,RT @dspuhr: Thinking about family and friends in Mexico. Reading NEWSELA to learn about the earthquake #d100chat https://t.co/tbup8YFikg,other_relevant_information,spur thinking about family and friends mexico reading newsela learn about the earthquake chat,1
mexico_earthquake,910564980369567744,Soft soil may have contributed to destruction from 7.1 Mexico City earthquake https://t.co/tVguqDuBJE https://t.co/eJRJCZqonf,other_relevant_information,soft soil may have contributed destruction from mexico city earthquake,1
mexico_earthquake,910621512209539073,the earthquake in mexico is devastating @topos is saving many lives right now visit topos.mx and share this link https://t.co/izmUmA7AyZ,rescue_volunteering_or_donation_effort,the earthquake mexico devastating tops saving many lives right now visit toposmx and share this link,2
mexico_earthquake,910625131281690624,Dear @TheFashionLaw @ZerboJulie please share if you want to help Mexico's earthquake victims. https://t.co/EOUtZXjXah,not_humanitarian,dear thefashionlaw zerbojulie please share you want help mexico earthquake victims,0
mexico_earthquake,910681818843582465,RT @SirZaw3: Sky chain too bright in Mexico before giant earthquake Today. https://t.co/Y22j2gtJIz,not_humanitarian,straw sky chain too bright mexico before giant earthquake today,0
